IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
122.169.119.38	42	AS24560 Bharti Airtel Ltd., Telemedia Services	Ahmedabad	India	IN	Airtel Broadband (IN)	23.0333	72.6167	Airtel Broadband	122.169.119.38	GJ	Gujarat	success	Asia/Kolkata	380015
178.75.217.100	42	AS34295 Eta BG Ltd.	Cherven	Bulgaria	BG	Vida optics TVV Ltd. (BG)	43.6167	26.0333	Vida optics TVV Ltd.	178.75.217.100	18	Oblast Ruse	success	Europe/Sofia	7084
5.136.174.66	42	AS12389 PJSC Rostelecom	Onokhoy	Russia	RU	Rostelecom (RU)	51.9667	108.0167	JSC Rostelecom regional branch Siberia	5.136.174.66	BU	Respublika Buryatiya	success	Asia/Irkutsk	671300
85.30.51.119	42	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Stockholm	Sweden	SE	AllTele Broadband (SE)	59.3326	18.0649	AllTele Broadband	85.30.51.119	AB	Stockholm	success	Europe/Stockholm	112 61
186.119.154.227	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.119.154.227		Bogota D.C.	success	America/Bogota	
112.197.91.131	42	AS45543 SaiGon Tourist cable Televition Company	Ho Chi Minh City	Vietnam	VN	SaiGon Tourist cable Televition Company (VN)	10.8142	106.6438	SaiGon Tourist cable Televition Company	112.197.91.131	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
77.123.34.72	42	AS25229 Volia	Rivne	Ukraine	UA	Volia (UA)	50.6231	26.2274	Volia Rivne Network	77.123.34.72	56	Rivnens'ka Oblast'	success	Europe/Kiev	
89.23.238.113	42	AS42541 Fiberby ApS	Copenhagen	Denmark	DK	Fiberby ApS (DK)	55.6667	12.5833	Fiberby ApS	89.23.238.113	84	Capital Region	success	Europe/Copenhagen	1513
191.180.144.206	42	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	191.180.144.206	SP	Sao Paulo	success	America/Sao_Paulo	
181.55.38.156	42	AS10620 Telmex Colombia S.A.	Medellín	Colombia	CO	Telmex Colombia S.A. (CO)	6.2518	-75.5636	Telmex Colombia S.A.	181.55.38.156	ANT	Antioquia	success	America/Bogota	
81.214.67.54	42	AS9121 Turk Telekom	Samsun	Turkey	TR	Turk Telekom (TR)	41.2046	36.1496	Turk Telekom	81.214.67.54	55	Samsun	success	Europe/Istanbul	55000
59.9.35.236	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	59.9.35.236	11	Seoul	success	Asia/Seoul	
81.248.15.253	42	AS3215 Orange	Fort-de-France	Martinique	MQ	Orange (MQ)	14.6052	-61.0754	Orange	81.248.15.253			success	America/Martinique	
222.171.213.251	42	AS4134 Chinanet	Harbin	China	CN	China Telecom Heilongjiang (CN)	45.75	126.65	China Telecom	222.171.213.251	23	Heilongjiang	success	Asia/Shanghai	
71.242.255.51	42	AS701 MCI Communications Services, Inc. d/b/a Verizon Business	Philadelphia	United States	US	Verizon Internet Services (US)	39.9407	-75.2281	Verizon Internet Services	71.242.255.51	PA	Pennsylvania	success	America/New_York	19143
46.160.149.239	42	AS41560 UGMK-Telecom LLC	Verkhnyaya Pyshma	Russia	RU	UGMK-Telecom LLC (RU)	56.9667	60.5808	UGMK-Telecom network	46.160.149.239	SVE	Sverdlovskaya Oblast'	success	Asia/Yekaterinburg	624092
88.248.189.163	42	AS9121 Turk Telekom	Ankara	Turkey	TR	Turk Telekom (TR)	39.9208	32.8541	Turk Telekom	88.248.189.163	06	Ankara	success	Europe/Istanbul	
91.122.201.14	42	AS12389 PJSC Rostelecom	Naryan-Mar	Russia	RU	Rostelecom (RU)	67.6481	53.0472	OJSC North-West Telecom	91.122.201.14	NEN	Nenets	success	Europe/Moscow	166000
175.112.130.229	42	AS9318 SK Broadband Co Ltd	Gyeongju	Republic of Korea	KR	SK Broadband (KR)	35.8428	129.2117	SK Broadband	175.112.130.229	47	Gyeongsangbuk-do	success	Asia/Seoul	
58.187.176.96	42	AS18403 The Corporation for Financing & Promoting Technology	Hanoi	Vietnam	VN	FPT Telecom Company (VN)	21.0333	105.85	FPT Telecom Company	58.187.176.96	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
183.106.231.50	42	AS4766 Korea Telecom	Andong	Republic of Korea	KR	Korea Telecom (KR)	36.5656	128.725	Korea Telecom	183.106.231.50	47	Gyeongsangbuk-do	success	Asia/Seoul	
14.186.248.68	42	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.186.248.68	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
93.65.208.83	42	AS30722 Vodafone Italia S.p.A.	Naples	Italy	IT	Vodafone Italia DSL (IT)	40.8563	14.2464	Vodafone Italia DSL	93.65.208.83	72	Campania	success	Europe/Rome	80100
85.113.183.173	42	AS2116 Broadnet AS	Alta	Norway	NO	Eltele AS (NO)	69.9689	23.2717	Eltele AS	85.113.183.173	20	Finnmark	success	Europe/Oslo	9516
91.157.0.172	42	AS719 Elisa Oyj	Outokumpu	Finland	FI	Elisa Oyj (FI)	62.7218	28.954	Elisa Oyj	91.157.0.172	13	North Karelia	success	Europe/Helsinki	83500
183.98.9.156	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	183.98.9.156	11	Seoul	success	Asia/Seoul	
221.160.128.131	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	221.160.128.131	11	Seoul	success	Asia/Seoul	
219.254.171.207	42	AS9318 SK Broadband Co Ltd	Suwon	Republic of Korea	KR	SK Broadband (KR)	37.2911	127.0089	SK Broadband	219.254.171.207	41	Gyeonggi-do	success	Asia/Seoul	
220.71.206.24	42	AS4766 Korea Telecom	Seongnam-si (Buljeong-ro)	Republic of Korea	KR	Korea Telecom (KR)	37.3638	127.12200000000001	Korea Telecom	220.71.206.24		Gyeonggi-do	success	Asia/Seoul	
122.4.124.124	42	AS4134 Chinanet	Qingdao	China	CN	China Telecom Shandong (CN)	36.0986	120.3719	China Telecom Shandong	122.4.124.124	37	Shandong	success	Asia/Shanghai	
114.30.215.125	42	AS38121 CJ-HELLOVISION	Mokpo-si (Hadang-ro)	Republic of Korea	KR	Cj-hellovision (KR)	34.8013	126.414	Cj-hellovision	114.30.215.125		Jeollanam-do	success	Asia/Seoul	
14.176.162.211	42	AS45899 VNPT Corp	Bien Hoa	Vietnam	VN	VDC (VN)	10.95	106.8167	Vietnam Posts and Telecommunications(VNPT)	14.176.162.211	39	Tinh GJong Nai	success	Asia/Ho_Chi_Minh	
14.176.102.170	42	AS45899 VNPT Corp	Hanoi	Vietnam	VN	VDC (VN)	21.0333	105.85	Vietnam Posts and Telecommunications(VNPT)	14.176.102.170	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
191.110.180.69	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.110.180.69		Bogota D.C.	success	America/Bogota	
39.112.31.111	42	AS9318 SK Broadband Co Ltd	Daegu	Republic of Korea	KR	SK Broadband (KR)	35.8703	128.5911	SK Broadband	39.112.31.111	27	Daegu	success	Asia/Seoul	
211.255.209.80	42	AS17854 Tbroad jeonju broadcast	Jeonju	Republic of Korea	KR	Tbroad jeonju broadcast (KR)	35.8219	127.1489	Tbroad jeonju broadcast	211.255.209.80	45	Jeollabuk-do	success	Asia/Seoul	
85.221.50.63	42	AS2116 Broadnet AS	Røros	Norway	NO	Broadnet AS (NO)	62.5747	11.3842	Broadnet AS	85.221.50.63	16	Sor-Trondelag Fylke	success	Europe/Oslo	7374
81.228.150.38	42	AS3301 Telia Company AB	Skövde	Sweden	SE	Telia Company (SE)	58.4	13.85	Telia Wholesale	81.228.150.38	O	Västra Götaland	success	Europe/Stockholm	541 21
122.169.104.22	42	AS24560 Bharti Airtel Ltd., Telemedia Services	Thane	India	IN	Airtel Broadband (IN)	19.2	72.9667	Airtel Broadband	122.169.104.22	MH	Maharashtra	success	Asia/Kolkata	400610
117.223.149.55	42	AS9829 National Internet Backbone	Rajkot	India	IN	BSNL (IN)	22.3	70.7833	BSNL	117.223.149.55	GJ	Gujarat	success	Asia/Kolkata	360005
125.139.221.51	42	AS4766 Korea Telecom	Seongnam-si (Buljeong-ro)	Republic of Korea	KR	Korea Telecom (KR)	37.3638	127.12200000000001	Korea Telecom	125.139.221.51		Gyeonggi-do	success	Asia/Seoul	
188.93.194.104	42	AS9186 Infocomunicacoes, S.A.	Chaves	Portugal	PT	Uni Teldata - Telecomunicacoes S.A. (PT)	41.7402	-7.4688	Uni Teldata - Telecomunicacoes S.A.	188.93.194.104	17	Vila Real	success	Europe/Lisbon	5400-000
188.237.97.117	42	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	JSC Moldtelecom S.A. (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	188.237.97.117	CU	Chișinău Municipality	success	Europe/Chisinau	
189.121.145.86	42	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	189.121.145.86	SP	Sao Paulo	success	America/Sao_Paulo	
190.6.166.173	42	AS27845 Empresa de Recursos Tecnologicos S.A E.S.P	Santiago de Cali	Colombia	CO	Empresa de Recursos Tecnologicos S.A E.S.P (CO)	3.4372	-76.5225	Empresa de Recursos Tecnologicos S.A E.S.P	190.6.166.173	VAC	Departamento del Valle del Cauca	success	America/Bogota	
79.77.163.172	42	AS9105 Tiscali UK Limited	City of Westminster	United Kingdom	GB	Tiscali UK Limited (GB)	51.5	-0.1167	TalkTalk	79.77.163.172	ENG	England	success	Europe/London	SW1
42.114.15.227	42	AS18403 The Corporation for Financing & Promoting Technology	Hanoi	Vietnam	VN	FPT Telecom Company (VN)	21.0333	105.85	FPT Telecom Company	42.114.15.227	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
111.121.237.59	42	AS4134 Chinanet	Guiyang	China	CN	China Telecom Guizhou (CN)	26.5833	106.7167	China Telecom	111.121.237.59	52	Guizhou	success	Asia/Shanghai	
2.139.217.10	42	AS3352 Telefonica De Espana	Puebla de Alfinden	Spain	ES	Telefonica de Espana Static IP (ES)	41.5321	-0.4035	Telefonica de Espana Static IP	2.139.217.10	AR	Aragon	success	Europe/Madrid	50171
190.88.224.161	42	AS11081 United Telecommunication Services (UTS)	Willemstad	Curaçao	CW	United Telecommunication Services (UTS) (CW)	12.1	-68.9167	United Telecommunication Services (UTS)	190.88.224.161			success	America/Curacao	
112.169.239.198	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	112.169.239.198	11	Seoul	success	Asia/Seoul	
37.130.17.12	42	AS15874 InterKAM S.C. ZBIGNIEW KOWALEWSKI, SYLWIA SZCZEPANIK, DOMINIK SZCZEPANIK	Kampinos	Poland	PL	InterKAM S.C. ZBIGNIEW KOWALEWSKI, SYLWIA SZCZEPAN (PL)	52.2667	20.4667	InterKAM S.C. ZBIGNIEW KOWALEWSKI, SYLWIA SZCZEPAN	37.130.17.12	MZ	Mazovia	success	Europe/Warsaw	05-085
181.141.223.81	42	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	181.141.223.81	ANT	Antioquia	success	America/Bogota	
173.215.36.143	42	AS5056 Aureon Network Services	Clear Lake	United States	US	Aureon Network Services (US)	43.1325	-93.3413	Aureon Network Services	173.215.36.143	IA	Iowa	success	America/Chicago	50428
88.250.8.72	42	AS9121 Turk Telekom	Antalya	Turkey	TR	Turk Telekom (TR)	36.9081	30.6956	Turk Telekom	88.250.8.72	07	Antalya	success	Europe/Istanbul	
5.15.97.236	42	AS8708 RCS & RDS	Sibiu	Romania	RO	RCS & RDS (RO)	45.8	24.15	RCS & RDS Residential	5.15.97.236	SB	Judetul Sibiu	success	Europe/Bucharest	
109.174.59.100	42	AS30922 MTS PJSC	Novosibirsk	Russia	RU	MTS PJSC (RU)	55.0415	82.9346	JSC Sibel Telecom	109.174.59.100	NVS	Novosibirskaya Oblast'	success	Asia/Novosibirsk	630001
50.76.255.241	42	AS7922 Comcast Cable Communications, LLC	La Grange Park	United States	US	Comcast Business (US)	41.8323	-87.8788	Comcast Business	50.76.255.241	IL	Illinois	success	America/Chicago	60526
191.109.86.60	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.86.60		Bogota D.C.	success	America/Bogota	
223.131.132.117	42	AS38103 QRIXNETKS-AS-	Seoul	Republic of Korea	KR	Tbroad Suwon Broadcasting Corporation (KR)	37.5111	126.9743	Qrixnetks-as-	223.131.132.117	11	Seoul	success	Asia/Seoul	
201.52.55.102	42	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	201.52.55.102	SP	Sao Paulo	success	America/Sao_Paulo	
179.32.107.12	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.32.107.12		Bogota D.C.	success	America/Bogota	
118.32.253.152	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	118.32.253.152	11	Seoul	success	Asia/Seoul	
190.69.53.74	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.69.53.74		Bogota D.C.	success	America/Bogota	
134.196.91.121	42	AS17552 True Internet Co.,Ltd.	Bangkok	Thailand	TH	True Internet (TH)	13.754000000000001	100.5014	True Internet	134.196.91.121	10	Bangkok	success	Asia/Bangkok	96468
190.68.48.138	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Barranquilla	Colombia	CO	Movistar Colombia (CO)	10.9642	-74.797	Movistar Colombia	190.68.48.138	ATL	Atlántico	success	America/Bogota	
161.10.51.60	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	161.10.51.60		Bogota D.C.	success	America/Bogota	
221.204.32.12	41	AS4837 CNCGROUP China169 Backbone	Taiyuan	China	CN	China Unicom Shanxi (CN)	37.8706	112.54899999999999	China Unicom Shanxi	221.204.32.12	14	Shanxi Sheng	success	Asia/Shanghai	
42.81.35.9	41	AS58542 Yueyang	Tianjin	China	CN	China Telecom TIANJIN (CN)	39.1422	117.1767	Yueyang	42.81.35.9	12	Tianjin	success	Asia/Shanghai	
78.83.224.22	41	AS8717 Mobiltel Ead	Veliko	Bulgaria	BG	Mtel (BG)	42.8167	27.75	Mtel	78.83.224.22	02	Burgas	success	Europe/Sofia	8257
23.25.218.54	41	AS7922 Comcast Cable Communications, LLC	New Britain	United States	US	Comcast Business (US)	41.6666	-72.7696	Comcast Business	23.25.218.54	CT	Connecticut	success	America/New_York	06051
182.221.183.98	41	AS17858 LG POWERCOMM	Seoul (Hangang-daero)	Republic of Korea	KR	Lg Powercomm (KR)	37.536	126.971	Lg Powercomm	182.221.183.98		Seoul	success	Asia/Seoul	
121.176.155.181	41	AS4766 Korea Telecom	Ulsan	Republic of Korea	KR	Korea Telecom (KR)	35.5372	129.3167	Korea Telecom	121.176.155.181	31	Ulsan	success	Asia/Seoul	
84.197.164.10	41	AS6848 Telenet BVBA	Kapellen	Belgium	BE	Telenet BVBA (BE)	51.3167	4.4333	Telenet N.V.	84.197.164.10	VLG	Flanders	success	Europe/Brussels	2950
88.248.142.250	41	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0165	28.9785	Turk Telekom	88.248.142.250	34	Istanbul	success	Europe/Istanbul	34116
217.31.98.22	41	AS16185 Modum Kabel-tv Og Ringnett As	Jevnaker	Norway	NO	Modum Kabel-tv Og Ringnett As (NO)	60.2398	10.3871	Modum Kabel-tv Og Ringnett As	217.31.98.22	05	Oppland	success	Europe/Oslo	3520
76.102.226.25	41	AS7922 Comcast Cable Communications, LLC	San Francisco	United States	US	Comcast Cable (US)	37.7957	-122.4209	Comcast Cable	76.102.226.25	CA	California	success	America/Los_Angeles	94109
45.59.250.10	41	AS20001 Time Warner Cable Internet LLC	Newport Beach	United States	US	Time Warner Cable (US)	33.6189	-117.929	Time Warner Cable	45.59.250.10	CA	California	success	America/Los_Angeles	92663
14.161.14.80	41	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.161.14.80	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
78.188.221.221	41	AS9121 Turk Telekom	Fatih	Turkey	TR	Turk Telekom (TR)	41.0169	28.947	Turk Telekom	78.188.221.221	34	Istanbul	success	Europe/Istanbul	
186.136.229.156	41	AS10318 CABLEVISION S.A.	Tandil	Argentina	AR	Cablevision S.A. (AR)	-37.3167	-59.15	Cablevision S.A.	186.136.229.156	B	Buenos Aires	success	America/Argentina/Buenos_Aires	7000
88.129.166.255	41	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Umeå	Sweden	SE	AllTele Broadband (SE)	63.8284	20.2597	AllTele Broadband	88.129.166.255	AC	Västerbotten	success	Europe/Stockholm	907 36
212.77.136.12	41	AS33894 OJSC RITC	Mezhdurechensk	Russia	RU	OJSC RITC (RU)	53.6942	88.0603	JSC RITC	212.77.136.12	KEM	Kemerovskaya Oblast'	success	Asia/Novokuznetsk	652870
114.33.215.115	41	AS3462 Data Communication Business Group	Chiayi City	Taiwan	TW	HiNet (TW)	23.4792	120.4489	HiNet	114.33.215.115	CYI	Chiayi	success	Asia/Taipei	
24.62.81.96	41	AS7922 Comcast Cable Communications, LLC	Winchendon	United States	US	Comcast Cable (US)	42.661	-72.0489	Comcast Cable	24.62.81.96	MA	Massachusetts	success	America/New_York	01475
183.62.63.13	41	AS4134 Chinanet	Guangzhou	China	CN	China Telecom Guangdong (CN)	23.1167	113.25	China Telecom Guangdong	183.62.63.13	44	Guangdong	success	Asia/Shanghai	
93.0.248.63	41	AS15557 SFR	Sollies-Pont	France	FR	SFR (FR)	43.1898	6.0432	SFR	93.0.248.63	PAC	Provence-Alpes-Côte d'Azur	success	Europe/Paris	83210
104.223.253.171	41	AS46573 Global Frag Networks	Brooklyn	United States	US	Global Frag Networks (US)	40.5975	-73.9979	Global Frag Networks	104.223.253.171	NY	New York	success	America/New_York	11214
1.239.137.237	41	AS9318 SK Broadband Co Ltd	Uijeongbu-si	Republic of Korea	KR	SK Broadband (KR)	37.7415	127.0474	SK Broadband	1.239.137.237	41	Gyeonggi-do	success	Asia/Seoul	
78.187.86.58	41	AS9121 Turk Telekom	Ankara	Turkey	TR	Turk Telekom (TR)	39.923	32.8378	Turk Telekom	78.187.86.58	06	Ankara	success	Europe/Istanbul	06480
200.232.151.166	41	AS27699 TELEFÔNICA BRASIL S.A	Palmital	Brazil	BR	Vivo (BR)	-22.7833	-50.2	Vivo	200.232.151.166	SP	Sao Paulo	success	America/Sao_Paulo	
183.238.168.106	41	AS56040 China Mobile communications corporation	Dongguan	China	CN	China Mobile Guangdong (CN)	23.0333	113.7167	China Mobile	183.238.168.106	44	Guangdong	success	Asia/Shanghai	
61.251.5.167	41	AS38684 CMB Daejeon Broadcasting Co,.Ltd	Daejeon	Republic of Korea	KR	CMB Daejeon Broadcasting Co,.Ltd (KR)	36.3214	127.4197	CMB Daejeon Broadcasting Co,.Ltd	61.251.5.167	30	Daejeon	success	Asia/Seoul	
91.147.7.253	41	AS8443 PJSC Rostelecom	Aleksandrovsk-Sakhalinskiy	Russia	RU	Rostelecom (RU)	50.8993	142.1621	for BRAS ats	91.147.7.253	SAK	Sakhalinskaya Oblast'	success	Asia/Sakhalin	694420
221.5.49.56	41	AS17816 China Unicom IP network China169 Guangdong province	Guangzhou	China	CN	China Unicom Guangdong (CN)	23.1167	113.25	China Unicom Guangdong province	221.5.49.56	44	Guangdong	success	Asia/Shanghai	
59.27.185.234	41	AS4766 Korea Telecom	Daejeon	Republic of Korea	KR	Korea Telecom (KR)	36.3214	127.4197	Korea Telecom	59.27.185.234	30	Daejeon	success	Asia/Seoul	
87.96.166.192	41	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Alvesta	Sweden	SE	AllTele Broadband (SE)	56.8994	14.5556	AllTele Broadband	87.96.166.192	G	Kronoberg	success	Europe/Stockholm	342 30
45.78.135.128	41	AS11698 WESTERN IOWA TELEPHONE ASSOCIATION (A COOPERATIVE)	Bronson	United States	US	Western Iowa Telephone Association (a Cooperative) (US)	42.3997	-96.1846	Western Iowa Telephone Association (a Cooperative)	45.78.135.128	IA	Iowa	success	America/Chicago	51007
218.144.241.200	41	AS4766 Korea Telecom	Gangneung	Republic of Korea	KR	Korea Telecom (KR)	37.7556	128.8961	Korea Telecom	218.144.241.200	42	Gangwon-do	success	Asia/Seoul	
95.189.97.194	41	AS12389 PJSC Rostelecom	Chita	Russia	RU	Rostelecom (RU)	52.0317	113.5009	OJSC Sibirtelecom	95.189.97.194	ZAB	Transbaikal Territory	success	Asia/Chita	672001
88.249.65.46	41	AS9121 Turk Telekom	Trabzon	Turkey	TR	Turk Telekom (TR)	40.9048	39.6694	Turk Telekom	88.249.65.46	61	Trabzon	success	Europe/Istanbul	61100
222.74.213.12	41	AS4134 Chinanet	Hohhot	China	CN	China Telecom neimeng (CN)	40.8106	111.6522	China Telecom neimeng	222.74.213.12	15	Inner Mongolia Autonomous Region	success	Asia/Shanghai	
189.58.152.54	41	AS18881 TELEFÔNICA BRASIL S.A	Maringá	Brazil	BR	Vivo (BR)	-23.4167	-51.9167	Vivo	189.58.152.54	PR	Parana	success	America/Sao_Paulo	
186.56.190.246	41	AS22927 Telefonica de Argentina	Gonzalez Catan	Argentina	AR	Telefonica de Argentina (AR)	-34.7675	-58.6428	Telefonica de Argentina	186.56.190.246	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1759
121.139.246.225	41	AS4766 Korea Telecom	Ansan-si	Republic of Korea	KR	Korea Telecom (KR)	37.3236	126.8219	Korea Telecom	121.139.246.225	41	Gyeonggi-do	success	Asia/Seoul	
179.33.75.58	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.33.75.58		Bogota D.C.	success	America/Bogota	
179.32.84.166	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.32.84.166		Bogota D.C.	success	America/Bogota	
178.169.144.242	41	AS43205 Bulsatcom EAD	Sliven	Bulgaria	BG	Bulsatcom EAD (BG)	42.6858	26.3292	Bulsatcom EAD	178.169.144.242	20	Oblast Sliven	success	Europe/Sofia	8800
186.116.68.67	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.116.68.67		Bogota D.C.	success	America/Bogota	
175.121.65.81	41	AS9318 SK Broadband Co Ltd	Yesan	Republic of Korea	KR	SK Broadband (KR)	36.6776	126.8427	SK Broadband	175.121.65.81	44	Chungcheongnam-do	success	Asia/Seoul	
179.33.237.60	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.33.237.60		Bogota D.C.	success	America/Bogota	
188.237.255.140	41	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	JSC Moldtelecom S.A. (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	188.237.255.140	CU	Chișinău Municipality	success	Europe/Chisinau	
186.117.168.155	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.117.168.155		Bogota D.C.	success	America/Bogota	
121.182.83.81	41	AS4766 Korea Telecom	Taebuk	Republic of Korea	KR	Korea Telecom (KR)	36.2667	128.5667	Korea Telecom	121.182.83.81	47	Gyeongsangbuk-do	success	Asia/Seoul	
186.113.66.88	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Barranquilla	Colombia	CO	Movistar Colombia (CO)	10.9642	-74.797	Movistar Colombia	186.113.66.88	ATL	Atlántico	success	America/Bogota	
186.116.17.95	41	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.116.17.95		Bogota D.C.	success	America/Bogota	
